Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail
3984,18,1,9,1.7,65,2,0,0,81,48,77,88,68.67,2,1
3985,19,1,10,1.1,67,2,0,1,79,82,39,41,66.67,2,1
3986,18,0,10,3.2,70,2,1,1,43,76,50,42,56.33,0,1
3987,15,1,12,2.4,75,0,0,0,60,100,65,77,75.0,2,1
3988,15,0,12,4.1,78,2,0,1,85,79,63,71,75.67,2,1
3989,18,0,9,5.3,64,2,1,1,68,76,57,64,67.0,2,1
3990,15,1,9,2.8,58,0,0,1,77,49,49,82,58.33,0,1
3991,17,0,9,3.9,89,1,0,0,90,45,86,57,73.67,2,1
3992,14,0,9,1.3,88,2,0,0,58,56,95,88,69.67,2,1
3993,15,0,9,5.2,70,0,1,0,53,95,37,91,61.67,0,1
3994,16,0,10,0.5,67,2,1,1,74,45,78,53,65.67,0,1
3995,18,0,12,1.5,57,2,1,0,69,57,62,85,62.67,0,1
3996,18,0,10,4.4,74,2,0,1,91,41,59,43,63.67,0,1
3997,17,0,11,5.8,66,2,1,1,62,45,53,60,53.33,0,1
3998,16,0,9,3.3,75,0,0,1,88,98,64,42,83.33,1,1
3999,18,0,12,4.1,79,2,0,0,71,40,64,66,58.33,0,1
4000,18,0,12,5.8,84,1,0,0,95,84,64,75,81.0,1,1
4001,14,0,10,3.4,65,2,0,1,100,42,58,54,66.67,2,1
4002,15,0,11,5.2,82,2,0,0,85,43,44,55,57.33,0,1
4003,14,0,9,0.5,80,0,1,1,64,94,98,63,85.33,1,1
4004,14,0,9,5.1,71,1,1,1,99,68,35,85,67.33,2,1
4005,19,1,11,2.5,57,1,1,1,99,64,65,85,76.0,2,1
4006,19,1,10,1.2,51,0,1,0,54,49,35,90,46.0,3,0
4007,18,0,11,2.2,95,2,1,0,83,70,58,47,70.33,2,1
4008,17,1,12,3.3,76,2,1,1,53,37,90,66,60.0,0,1
4009,17,1,10,4.6,83,1,0,0,80,80,40,83,66.67,2,1
4010,16,1,9,2.8,66,2,0,0,35,55,87,82,59.0,0,1
4011,19,0,9,5.7,73,1,0,0,56,86,54,85,65.33,0,1
4012,15,1,11,3.6,61,2,0,0,94,89,59,94,80.67,2,1
4013,14,0,10,2.0,70,0,0,1,88,87,67,65,80.67,2,1
4014,19,1,10,5.3,71,1,0,0,45,53,55,51,51.0,0,1
4015,16,1,12,3.7,95,1,0,1,82,94,59,84,78.33,2,1
4016,18,1,11,1.1,81,2,1,1,57,98,56,66,70.33,2,1
4017,17,0,12,2.2,65,2,1,0,37,84,52,92,57.67,0,1
4018,18,0,11,1.4,68,1,1,0,47,68,80,40,65.0,0,1
4019,17,0,10,3.2,99,1,1,0,66,92,65,76,74.33,2,1
4020,14,1,12,5.0,61,0,1,1,98,97,89,70,94.67,1,1
4021,14,0,9,4.6,81,1,1,0,97,81,96,62,91.33,1,1
4022,15,0,10,4.0,89,2,1,1,86,88,74,52,82.67,1,1
4023,16,0,11,5.8,77,2,0,1,54,56,85,70,65.0,0,1
4024,18,1,12,3.4,74,0,0,0,47,66,61,71,58.0,0,1
4025,16,1,12,1.3,60,2,1,0,41,89,64,66,64.67,0,1
4026,17,0,9,1.5,85,2,1,1,80,93,45,85,72.67,2,1
4027,16,0,11,5.0,51,2,0,0,75,98,77,41,83.33,1,1
4028,16,0,9,5.4,77,0,1,1,48,40,65,63,51.0,0,1
4029,19,1,9,2.5,67,1,0,0,89,71,73,73,77.67,2,1
4030,14,1,10,3.3,61,1,0,1,56,36,96,51,62.67,0,1
4031,18,1,10,4.7,86,1,1,0,75,42,72,59,63.0,0,1
4032,17,0,12,3.9,82,2,0,1,39,81,57,48,59.0,0,1
4033,17,0,12,1.9,95,0,1,1,76,50,39,41,55.0,0,1
4034,14,1,11,2.8,77,1,1,1,93,69,99,68,87.0,1,1
4035,17,0,9,2.7,63,2,0,1,80,69,96,78,81.67,1,1
4036,18,1,9,2.3,75,0,1,0,86,56,38,60,60.0,0,1
4037,16,0,12,5.1,98,2,0,1,92,85,51,49,76.0,2,1
4038,15,1,9,5.0,61,1,1,1,72,55,68,68,65.0,0,1
4039,17,1,12,6.0,84,2,1,1,66,47,60,75,57.67,0,1
4040,17,1,10,2.1,66,1,1,0,59,56,98,67,71.0,2,1
4041,19,0,11,2.3,56,0,0,0,48,63,52,60,54.33,0,1
4042,15,1,10,0.8,68,2,0,1,69,42,93,48,68.0,2,1
4043,16,0,9,5.2,91,1,1,1,93,92,95,88,93.33,1,1
4044,16,1,10,4.3,69,2,1,1,43,64,100,72,69.0,2,1
4045,18,0,9,3.9,76,2,1,1,81,89,74,81,81.33,1,1
4046,19,0,12,3.5,57,1,0,1,75,58,77,73,70.0,2,1
4047,18,1,11,2.8,91,1,0,0,63,35,93,66,63.67,0,1
4048,16,1,9,5.3,83,2,0,1,64,78,94,94,78.67,2,1
4049,15,1,12,2.2,93,1,1,1,70,41,41,58,50.67,0,1
4050,18,0,9,1.1,70,0,1,0,96,38,51,68,61.67,0,1
4051,18,1,11,5.6,72,1,0,0,66,65,64,54,65.0,0,1
4052,17,0,9,5.1,100,0,0,1,92,59,44,93,65.0,0,1
4053,15,1,12,4.3,57,0,1,1,42,56,52,62,50.0,0,1
4054,18,0,11,2.0,66,1,1,0,54,38,63,64,51.67,0,1
4055,17,0,11,1.2,50,0,1,1,73,60,85,79,72.67,2,1
4056,18,1,11,3.4,86,2,0,1,88,71,70,43,76.33,2,1
4057,19,1,12,3.3,67,2,1,0,46,89,63,47,66.0,2,1
4058,18,0,11,2.0,80,2,0,0,55,51,64,62,56.67,0,1
4059,16,0,12,4.6,68,0,1,1,39,100,49,43,62.67,0,1
4060,18,1,12,5.8,76,2,1,1,67,72,75,55,71.33,2,1
4061,15,1,9,4.3,69,2,1,0,89,96,76,71,87.0,1,1
4062,16,0,9,1.1,51,0,1,0,40,97,90,90,75.67,2,1
4063,19,1,11,1.7,74,1,1,0,53,70,74,64,65.67,0,1
4064,18,0,12,1.8,78,0,0,1,65,51,72,94,62.67,0,1
4065,19,0,11,1.4,66,2,0,0,81,68,63,87,70.67,2,1
4066,16,0,11,3.3,62,0,1,1,65,46,96,78,69.0,2,1
4067,18,0,11,2.4,59,2,1,0,36,47,65,89,49.33,3,0
4068,19,1,12,0.7,60,0,1,0,75,68,39,60,60.67,0,1
4069,16,1,11,4.4,95,1,0,0,57,51,94,72,67.33,2,1
4070,18,0,11,1.0,72,1,0,1,63,76,61,58,66.67,2,1
4071,14,0,10,3.6,78,0,0,0,38,90,62,78,63.33,0,1
4072,19,1,10,5.6,70,2,1,1,92,45,35,68,57.33,0,1
4073,15,0,10,4.8,68,1,1,1,76,36,61,76,57.67,0,1
4074,18,1,10,0.7,64,2,1,1,81,38,64,84,61.0,0,1
4075,19,1,10,5.0,68,1,0,1,69,83,53,70,68.33,2,1
4076,15,1,9,2.4,78,1,1,1,69,85,96,45,83.33,1,1
4077,18,0,9,5.1,84,1,0,1,76,90,86,71,84.0,1,1
4078,16,0,9,3.2,52,1,1,1,100,54,38,66,64.0,0,1
4079,18,0,11,2.9,70,2,0,0,88,55,53,86,65.33,0,1
4080,15,0,12,3.3,55,1,0,1,67,41,52,78,53.33,0,1
4081,14,0,10,1.5,52,0,0,1,60,66,85,76,70.33,2,1
4082,16,0,12,2.7,86,0,0,1,86,82,60,84,76.0,2,1
4083,16,1,12,3.8,62,0,0,0,56,77,66,82,66.33,2,1
4084,17,0,9,0.8,95,0,1,0,49,50,86,90,61.67,0,1
4085,15,0,9,0.9,78,0,1,1,49,51,86,83,62.0,0,1
4086,14,0,12,2.0,96,2,1,0,44,55,76,64,58.33,0,1
4087,18,0,9,1.5,83,1,1,1,75,73,54,76,67.33,2,1
4088,14,1,10,2.4,72,2,0,1,87,54,65,77,68.67,2,1
4089,19,0,10,4.1,86,1,1,1,58,98,85,74,80.33,2,1
4090,15,1,11,4.4,99,0,1,0,69,49,80,92,66.0,2,1
4091,17,0,11,3.0,87,2,0,0,83,99,66,73,82.67,1,1
4092,14,1,11,5.6,69,1,0,0,65,39,94,80,66.0,2,1
4093,14,1,12,2.3,62,2,0,1,46,37,82,58,55.0,0,1
4094,19,0,10,4.7,88,2,1,1,94,55,85,87,78.0,2,1
4095,19,0,10,1.2,85,2,1,0,99,49,65,40,71.0,2,1
4096,15,0,10,5.0,91,2,0,0,56,37,87,78,60.0,0,1
4097,14,1,12,1.9,56,1,0,0,43,92,75,54,70.0,2,1
4098,19,1,12,3.5,97,2,0,1,50,90,93,61,77.67,2,1
4099,19,1,10,3.9,53,2,1,1,51,98,91,71,80.0,2,1
4100,16,1,9,4.5,90,0,1,1,100,70,58,84,76.0,2,1
4101,19,0,10,2.5,82,2,1,0,42,99,40,68,60.33,0,1
4102,15,0,12,1.6,55,2,1,0,80,42,80,63,67.33,2,1
4103,17,0,12,2.6,58,0,1,0,55,82,43,54,60.0,0,1
4104,18,1,11,2.0,96,0,0,0,75,62,79,93,72.0,2,1
4105,18,0,10,4.4,82,1,1,1,52,68,69,86,63.0,0,1
4106,18,0,12,3.3,58,0,0,1,97,98,70,92,88.33,1,1
4107,17,1,12,5.7,79,0,0,1,99,82,93,95,91.33,1,1
4108,18,0,10,1.9,78,2,0,1,36,60,94,79,63.33,0,1
4109,16,0,9,5.0,62,0,1,0,96,37,45,41,59.33,0,1
4110,18,0,10,4.0,51,0,0,1,74,76,77,94,75.67,2,1
4111,17,1,12,4.4,84,2,1,0,56,58,95,50,69.67,2,1
4112,17,0,12,3.5,78,0,0,1,40,47,90,69,59.0,0,1
4113,19,1,11,2.6,58,1,1,1,43,43,41,71,42.33,3,0
4114,17,1,9,4.4,58,1,1,1,68,82,53,68,67.67,2,1
4115,16,0,12,2.7,52,0,1,0,77,36,75,47,62.67,0,1
4116,19,0,11,3.5,74,0,1,0,51,44,46,52,47.0,3,0
4117,15,0,11,2.1,89,2,1,0,81,68,84,67,77.67,2,1
4118,16,1,9,1.4,77,2,0,1,35,47,94,95,58.67,0,1
4119,18,1,9,3.2,68,0,1,0,86,87,36,86,69.67,2,1
4120,16,1,9,4.2,54,2,1,0,82,37,58,69,59.0,0,1
4121,18,0,9,2.3,87,2,0,0,62,73,100,77,78.33,2,1
4122,18,0,11,4.2,75,2,0,0,90,62,60,83,70.67,2,1
4123,15,0,11,4.9,61,0,1,0,75,78,75,57,76.0,2,1
4124,14,1,9,4.1,54,2,0,1,78,95,63,69,78.67,2,1
4125,14,0,11,5.4,77,1,1,1,45,72,60,60,59.0,0,1
4126,14,1,12,1.2,53,0,0,0,95,50,45,45,63.33,0,1
4127,18,0,10,3.6,97,2,1,0,44,61,72,54,59.0,0,1
4128,14,1,11,1.7,80,1,0,0,85,94,85,66,88.0,1,1
4129,16,0,10,3.2,66,0,0,1,89,70,60,46,73.0,2,1
4130,16,1,11,2.7,62,0,0,0,48,49,77,69,58.0,0,1
4131,18,1,12,1.7,80,1,0,0,69,38,84,73,63.67,0,1
4132,17,0,9,1.4,93,0,0,1,65,86,54,47,68.33,2,1
4133,18,1,9,1.9,93,0,0,0,87,77,59,74,74.33,2,1
4134,15,1,12,3.7,73,1,1,0,69,67,97,47,77.67,2,1
4135,17,1,11,1.5,63,0,0,0,66,64,94,92,74.67,2,1
4136,18,1,11,1.1,68,1,1,1,69,64,65,68,66.0,2,1
4137,17,1,9,2.9,65,2,0,0,73,98,53,74,74.67,2,1
4138,15,1,12,4.3,83,0,0,0,86,49,54,94,63.0,0,1
4139,18,1,10,0.8,51,0,1,1,83,40,97,43,73.33,2,1
4140,16,1,11,1.4,69,0,0,0,56,53,72,57,60.33,0,1
4141,19,1,11,2.9,56,2,1,1,80,80,94,46,84.67,1,1
4142,15,0,11,5.1,97,0,0,1,87,56,55,40,66.0,2,1
4143,17,1,10,2.5,94,2,1,1,88,96,77,81,87.0,1,1
4144,18,1,9,1.2,64,0,1,1,52,64,38,86,51.33,0,1
4145,15,0,12,5.8,80,1,1,0,98,94,75,41,89.0,1,1
4146,16,0,11,2.0,58,2,1,0,99,74,63,46,78.67,2,1
4147,18,0,12,2.7,59,1,0,1,52,85,99,83,78.67,2,1
4148,16,1,10,3.0,92,1,0,1,59,79,63,77,67.0,2,1
4149,15,0,12,3.1,97,2,0,0,94,91,42,66,75.67,2,1
4150,14,0,9,4.7,87,0,1,1,73,55,77,46,68.33,2,1
4151,16,1,10,3.3,99,2,1,1,66,49,87,72,67.33,2,1
4152,15,0,11,5.1,57,0,1,1,98,72,41,82,70.33,2,1
4153,19,1,10,4.6,77,2,0,0,58,35,47,78,46.67,3,0
4154,16,1,9,4.8,78,2,1,1,64,48,47,69,53.0,0,1
4155,19,1,12,2.3,63,2,1,1,43,96,43,86,60.67,0,1
4156,16,0,12,1.8,70,2,1,0,52,47,42,56,47.0,3,0
4157,15,0,12,5.7,52,2,0,0,62,94,45,58,67.0,2,1
4158,18,1,11,1.8,97,2,0,1,44,68,57,70,56.33,0,1
4159,17,1,12,4.4,69,2,0,1,51,49,61,79,53.67,0,1
4160,19,1,12,5.0,76,2,1,0,85,58,48,53,63.67,0,1
4161,18,0,11,5.2,85,2,1,0,38,71,55,89,54.67,0,1
4162,15,1,12,5.4,83,1,0,1,72,99,64,70,78.33,2,1
4163,14,1,12,3.6,85,0,0,0,59,77,97,48,77.67,2,1
4164,16,0,12,5.9,73,2,1,0,67,59,92,71,72.67,2,1
4165,14,1,11,0.9,50,0,0,1,70,76,79,61,75.0,2,1
4166,19,1,9,4.1,91,2,0,1,96,87,99,94,94.0,1,1
4167,17,0,11,2.0,67,0,0,0,77,71,70,82,72.67,2,1
4168,19,1,9,0.9,52,0,0,0,90,41,47,80,59.33,0,1
4169,17,0,9,4.9,99,1,0,0,92,75,82,81,83.0,1,1
4170,15,1,9,5.3,72,1,0,0,49,36,86,84,57.0,0,1
4171,19,1,12,5.0,84,1,0,1,62,44,85,58,63.67,0,1
4172,18,0,9,1.8,54,0,0,1,88,42,71,91,67.0,2,1
4173,14,0,11,5.6,79,2,1,0,76,90,43,95,69.67,2,1
4174,19,1,9,0.9,100,2,0,0,77,40,59,48,58.67,0,1
4175,15,0,12,2.8,74,2,1,0,38,51,93,72,60.67,0,1
4176,19,0,12,1.9,61,0,0,0,66,70,40,45,58.67,0,1
4177,14,1,11,1.5,58,1,1,0,64,53,36,87,51.0,0,1
4178,17,0,9,5.1,93,0,0,0,82,44,84,84,70.0,2,1
4179,18,1,11,0.7,57,1,0,0,89,49,65,59,67.67,2,1
4180,15,0,11,4.1,67,1,0,0,76,82,64,51,74.0,2,1
4181,17,1,12,1.6,83,0,0,1,75,81,71,71,75.67,2,1
4182,17,1,12,4.8,92,2,0,0,53,88,83,69,74.67,2,1
4183,17,0,12,4.7,94,1,0,1,37,96,84,61,72.33,2,1
4184,14,1,12,2.5,58,2,0,1,59,39,54,91,50.67,0,1
4185,19,1,9,4.4,98,1,0,0,67,71,87,51,75.0,2,1
4186,15,0,12,4.9,88,2,0,0,63,63,45,87,57.0,0,1
4187,14,0,11,3.5,55,0,0,0,59,44,38,56,47.0,3,0
4188,15,1,12,2.8,77,1,1,0,63,48,40,57,50.33,0,1
4189,14,0,12,4.1,69,0,1,0,69,97,95,62,87.0,1,1
4190,18,1,11,1.1,93,2,0,0,46,53,77,70,58.67,0,1
4191,18,1,11,1.7,72,1,1,1,55,49,61,57,55.0,0,1
4192,15,0,11,1.3,72,2,1,0,86,38,47,78,57.0,0,1
4193,17,1,9,3.0,68,1,1,1,35,40,93,62,56.0,0,1
4194,14,0,12,3.5,97,0,0,0,98,53,42,75,64.33,0,1
4195,17,0,10,2.2,75,0,0,0,84,54,62,64,66.67,2,1
4196,16,0,10,2.4,93,0,0,0,48,89,46,53,61.0,0,1
4197,19,0,11,2.7,94,1,1,0,62,91,69,82,74.0,2,1
4198,16,1,12,5.0,90,1,0,1,42,84,62,89,62.67,0,1
4199,14,0,12,1.6,91,2,0,0,47,95,48,63,63.33,0,1
4200,14,1,10,1.9,85,2,0,0,60,75,71,62,68.67,2,1
4201,15,0,10,0.6,70,1,0,1,60,72,66,45,66.0,2,1
4202,19,0,12,4.6,62,0,0,1,66,99,47,68,70.67,2,1
4203,17,1,11,4.3,68,1,1,1,92,38,76,83,68.67,2,1
4204,17,1,12,5.3,70,1,0,1,59,68,60,48,62.33,0,1
4205,15,0,12,4.7,62,0,1,0,83,87,42,84,70.67,2,1
4206,14,0,12,2.9,92,2,1,1,84,84,69,52,79.0,2,1
4207,14,1,9,3.5,80,0,0,1,81,57,78,92,72.0,2,1
4208,19,1,9,4.8,87,2,1,0,73,80,68,95,73.67,2,1
4209,14,0,10,2.5,70,2,0,0,50,72,51,81,57.67,0,1
4210,17,0,12,2.4,84,2,1,0,46,39,75,73,53.33,0,1
4211,18,0,10,0.7,90,1,1,0,47,61,75,79,61.0,0,1
4212,17,1,11,0.8,85,2,0,1,52,80,66,80,66.0,2,1
4213,15,0,10,2.3,60,2,0,0,95,47,95,51,79.0,2,1
4214,18,0,9,3.8,79,1,0,1,76,82,47,87,68.33,2,1
4215,16,0,10,3.8,93,2,1,1,43,49,40,60,44.0,3,0
4216,16,0,11,4.8,92,1,0,0,72,36,96,81,68.0,2,1
4217,14,1,9,1.5,61,0,1,0,47,58,68,61,57.67,0,1
4218,17,1,10,4.0,99,0,0,0,63,73,62,44,66.0,2,1
4219,18,1,9,4.6,75,0,0,1,84,68,78,82,76.67,2,1
4220,17,1,11,1.2,91,0,0,1,96,63,41,64,66.67,2,1
4221,19,1,10,1.9,77,1,1,1,52,42,51,77,48.33,3,0
4222,19,0,11,2.0,54,1,1,0,69,48,86,54,67.67,2,1
4223,18,0,9,1.8,93,1,0,1,68,71,40,86,59.67,0,1
4224,17,0,12,5.9,52,1,0,1,42,55,63,60,53.33,0,1
4225,19,0,10,5.9,59,1,1,0,91,66,55,88,70.67,2,1
4226,14,0,11,2.6,52,0,1,1,66,69,38,48,57.67,0,1
4227,17,1,12,0.8,57,1,0,1,47,95,95,70,79.0,2,1
4228,19,0,9,1.2,78,1,0,1,41,72,89,45,67.33,2,1
4229,14,0,12,2.1,56,0,0,0,65,62,60,67,62.33,0,1
4230,14,0,10,4.9,86,1,0,0,35,41,77,93,51.0,0,1
4231,14,0,11,5.7,90,0,0,1,75,36,86,67,65.67,0,1
4232,18,1,9,1.5,82,1,0,0,79,66,56,95,67.0,2,1
4233,14,0,9,3.2,71,2,0,1,81,95,98,73,91.33,1,1
4234,14,1,12,3.6,86,0,1,1,86,50,82,44,72.67,2,1
4235,15,0,9,5.4,52,1,1,0,55,53,91,94,66.33,2,1
4236,18,1,12,3.7,69,0,1,0,80,70,50,47,66.67,2,1
4237,15,1,10,2.5,83,2,1,1,68,56,76,45,66.67,2,1
4238,18,1,12,1.6,92,2,1,1,42,91,85,63,72.67,2,1
4239,15,0,10,3.5,90,0,0,1,81,52,67,57,66.67,2,1
4240,16,1,12,5.0,76,0,0,0,95,100,42,40,79.0,2,1
4241,16,1,12,5.0,59,2,1,0,38,69,100,56,69.0,2,1
4242,18,0,9,0.9,67,0,1,0,98,71,40,81,69.67,2,1
4243,19,1,10,4.6,69,2,0,1,92,81,36,67,69.67,2,1
4244,17,0,12,1.3,57,2,1,1,95,96,100,42,97.0,1,1
4245,17,1,9,2.1,83,2,1,1,78,96,48,48,74.0,2,1
4246,16,1,10,5.8,97,0,1,0,49,99,99,73,82.33,1,1
4247,16,0,9,3.1,92,0,1,1,59,45,49,82,51.0,0,1
4248,15,0,11,1.4,78,1,1,1,81,91,41,94,71.0,2,1
4249,16,0,12,5.2,94,1,0,0,86,93,53,85,77.33,2,1
4250,16,1,10,5.0,58,1,1,1,78,50,71,43,66.33,2,1
4251,19,1,12,1.2,65,2,1,1,76,83,67,43,75.33,2,1
4252,18,0,12,0.6,73,2,1,1,100,49,69,60,72.67,2,1
4253,14,1,12,2.1,57,2,0,1,50,69,100,80,73.0,2,1
4254,17,0,9,3.9,74,1,1,1,98,37,39,82,58.0,0,1
4255,17,0,12,4.2,81,2,1,1,68,73,52,41,64.33,0,1
4256,15,0,12,3.8,88,1,1,1,63,42,71,93,58.67,0,1
4257,18,0,11,2.4,100,0,0,0,56,59,70,82,61.67,0,1
4258,16,0,11,0.6,53,1,0,0,69,38,52,53,53.0,0,1
4259,15,1,10,4.7,78,0,1,1,98,37,79,81,71.33,2,1
4260,19,0,10,5.5,55,1,0,1,79,75,69,72,74.33,2,1
4261,14,0,9,5.2,63,2,1,1,80,74,62,42,72.0,2,1
4262,14,0,9,2.2,56,1,0,0,57,73,68,62,66.0,2,1
4263,17,1,10,2.9,90,1,0,0,71,43,45,58,53.0,0,1
4264,15,0,10,4.6,63,0,0,0,90,46,64,71,66.67,2,1
4265,18,1,12,1.8,92,2,0,0,74,67,97,72,79.33,2,1
4266,16,1,11,0.9,83,2,0,1,71,81,84,60,78.67,2,1
4267,16,1,11,2.8,54,1,0,0,51,41,69,68,53.67,0,1
4268,18,0,10,3.6,89,2,1,0,84,74,61,52,73.0,2,1
4269,15,1,11,5.4,90,0,1,1,93,81,70,89,81.33,1,1
4270,15,0,12,5.1,70,2,1,0,40,42,68,68,50.0,0,1
4271,19,1,12,1.7,72,0,0,1,93,45,89,61,75.67,2,1
4272,18,0,12,3.7,60,2,0,1,100,39,68,81,69.0,2,1
4273,16,1,10,4.3,96,1,0,0,36,49,70,63,51.67,0,1
4274,15,0,9,2.6,67,2,1,0,79,64,55,43,66.0,2,1
4275,18,1,10,5.4,54,0,1,0,74,87,98,59,86.33,1,1
4276,18,0,12,1.8,52,2,1,0,64,42,59,73,55.0,0,1
4277,18,0,9,0.5,83,1,0,0,65,39,71,51,58.33,0,1
4278,16,0,11,5.0,53,1,1,1,90,69,88,43,82.33,1,1
4279,17,1,9,4.8,54,1,1,0,62,49,57,70,56.0,0,1
4280,19,1,12,2.8,61,2,0,1,80,70,88,91,79.33,2,1
4281,18,0,11,2.4,54,0,1,0,98,68,40,79,68.67,2,1
4282,16,0,11,5.7,94,0,1,0,64,88,75,59,75.67,2,1
4283,16,1,9,5.3,89,0,0,1,66,77,38,77,60.33,0,1
4284,14,1,12,1.5,82,1,1,1,83,82,67,60,77.33,2,1
4285,15,0,9,3.1,57,2,0,0,36,91,79,81,68.67,2,1
4286,14,0,9,3.2,95,1,1,0,68,98,82,91,82.67,1,1
4287,18,1,10,2.8,66,1,0,1,93,36,77,93,68.67,2,1
4288,17,0,11,0.7,54,0,0,1,83,43,55,80,60.33,0,1
4289,19,1,10,5.6,63,0,0,0,75,90,55,50,73.33,2,1
4290,17,1,12,3.3,80,2,1,1,92,55,66,69,71.0,2,1
4291,17,0,9,4.5,92,0,1,1,53,81,79,61,71.0,2,1
4292,16,1,11,1.9,58,1,0,0,70,60,55,73,61.67,0,1
4293,16,1,12,4.4,56,1,1,0,58,44,50,83,50.67,0,1
4294,19,0,12,3.5,84,1,1,1,93,55,88,67,78.67,2,1
4295,16,1,11,4.8,66,0,0,1,56,84,47,92,62.33,0,1
4296,16,1,10,5.4,98,2,1,0,92,44,78,95,71.33,2,1
4297,18,1,12,5.7,64,2,1,0,78,80,41,70,66.33,2,1
4298,19,0,12,0.7,79,0,0,0,52,46,72,43,56.67,0,1
4299,19,1,11,2.3,63,1,0,0,79,81,98,61,86.0,1,1
4300,14,1,12,5.0,86,1,1,1,41,79,43,48,54.33,0,1
4301,16,0,10,1.4,77,0,1,1,92,74,68,53,78.0,2,1
4302,19,0,10,2.3,72,0,0,1,94,50,93,93,79.0,2,1
4303,14,0,12,3.7,60,1,0,1,82,94,68,61,81.33,1,1
4304,17,0,11,4.3,81,2,0,1,87,65,38,74,63.33,0,1
4305,14,1,11,1.7,89,0,0,1,70,39,80,45,63.0,0,1
4306,15,0,11,4.2,53,0,0,1,76,93,51,75,73.33,2,1
4307,19,1,10,3.7,87,1,1,0,60,65,90,75,71.67,2,1
4308,17,0,10,5.4,99,1,1,1,55,42,96,50,64.33,0,1
4309,14,1,11,3.9,71,2,0,1,48,45,77,75,56.67,0,1
4310,15,1,10,5.6,91,1,1,0,73,50,46,86,56.33,0,1
4311,18,1,10,2.1,68,2,1,1,64,91,53,42,69.33,2,1
4312,14,0,11,6.0,91,2,1,0,49,36,89,77,58.0,0,1
4313,14,0,12,1.8,72,0,0,0,35,63,57,42,51.67,0,1
4314,19,0,12,5.4,52,0,1,0,73,52,96,61,73.67,2,1
4315,16,0,11,5.6,92,0,0,1,79,54,59,51,64.0,0,1
4316,14,0,10,5.9,73,0,0,1,40,80,81,92,67.0,2,1
4317,16,1,12,5.9,88,2,0,1,50,41,55,90,48.67,3,0
4318,16,1,12,4.9,84,1,0,0,50,78,77,47,68.33,2,1
4319,19,0,11,5.7,72,0,0,0,40,77,79,88,65.33,0,1
4320,15,1,12,5.7,92,1,1,0,77,56,70,68,67.67,2,1
4321,19,1,9,3.9,57,2,0,1,76,68,77,55,73.67,2,1
4322,14,1,11,0.6,72,0,1,1,62,83,64,79,69.67,2,1
4323,14,0,11,3.8,55,0,0,0,72,63,96,43,77.0,2,1
4324,15,0,10,5.0,96,2,0,0,91,92,99,66,94.0,1,1
4325,17,1,9,2.5,56,1,0,0,68,92,69,47,76.33,2,1
4326,16,0,12,0.9,66,2,0,1,45,48,68,88,53.67,0,1
4327,16,1,12,2.5,76,2,1,0,74,76,62,40,70.67,2,1
4328,14,1,11,1.6,59,1,0,1,54,79,67,40,66.67,2,1
4329,14,1,9,0.6,86,1,0,1,100,91,36,60,75.67,2,1
4330,18,1,9,5.9,87,2,1,1,77,60,40,56,59.0,0,1
4331,15,0,9,3.5,56,0,1,1,76,62,95,77,77.67,2,1
4332,17,0,11,5.0,84,1,0,0,40,49,37,91,42.0,3,0
4333,14,1,10,2.9,74,1,1,0,85,96,85,75,88.67,1,1
4334,18,1,10,3.6,50,1,1,1,72,71,92,45,78.33,2,1
4335,17,1,10,5.6,87,0,0,1,77,50,97,75,74.67,2,1
4336,16,0,12,5.5,78,2,0,0,96,55,93,40,81.33,1,1
4337,17,1,12,5.4,57,2,1,1,42,66,84,56,64.0,0,1
4338,15,1,12,4.6,50,0,1,1,90,61,44,59,65.0,0,1
4339,18,1,11,3.7,53,0,0,1,62,58,68,91,62.67,0,1
4340,16,1,9,0.7,80,2,1,1,84,100,73,77,85.67,1,1
4341,18,0,12,3.1,85,2,1,0,56,90,37,88,61.0,0,1
4342,19,1,10,3.2,69,0,1,1,55,50,45,95,50.0,0,1
4343,16,1,11,5.4,76,0,1,0,35,80,39,48,51.33,0,1
4344,19,1,10,3.0,91,1,0,1,73,62,85,50,73.33,2,1
4345,18,1,12,2.7,70,0,0,1,66,54,53,56,57.67,0,1
4346,17,0,10,6.0,76,2,1,1,37,99,58,90,64.67,0,1
4347,14,0,11,0.8,99,0,1,1,96,51,44,73,63.67,0,1
4348,18,1,10,5.2,73,2,1,0,82,62,97,46,80.33,2,1
4349,19,1,9,2.6,95,2,0,1,83,56,75,73,71.33,2,1
4350,15,1,11,3.7,94,1,0,1,57,56,87,61,66.67,2,1
4351,18,0,11,4.4,89,0,1,0,75,63,37,56,58.33,0,1
4352,18,0,12,5.3,59,1,1,1,70,49,37,73,52.0,0,1
4353,19,0,10,2.0,77,1,1,1,54,88,66,60,69.33,2,1
4354,15,1,10,1.9,66,2,1,0,89,78,80,87,82.33,1,1
4355,15,1,9,1.6,91,1,1,0,65,57,41,88,54.33,0,1
4356,19,1,12,3.0,100,0,0,0,38,47,96,50,60.33,0,1
4357,15,1,12,5.8,98,0,1,0,36,63,45,86,48.0,3,0
4358,18,0,12,2.2,63,0,0,1,81,45,60,57,62.0,0,1
